24010,0.00208
24011,1.99408
24012,0.00059
24013,0.00045
24014,0.00659
24015,0.03855
24016,0.034
24017,0.00957
24018,0.00783
24019,0.00209
24020,0.01044
24021,0.26477
24022,0.00777
24023,0.0007
24024,0.02506
24025,0.00083
24026,0.00069
24027,0.00046
24028,0.37505
24029,0.00094
24030,0.00058
24031,0.00049
24032,0.0143
24033,0.03753
24034,0.00055
24035,0.01267
24036,0.00044
24037,0.00092
24038,0.02282
24039,0.00518
24040,0.20422
24041,0.00216
24042,0.00229
24043,0.00113
24044,0.00555
24045,0.00418
24046,0.00209
24047,0.00088
24048,0.00777
24049,0.00307
24050,0.00325
24051,0.01947
24052,0.00086
24053,0.00491
24054,0.01884
24055,0.01283
24056,0.00089
24057,0.05226
24058,0.00226
24059,0.0029
24060,0.07516
24061,0.00055
24062,0.391
24063,0.01875
24064,0.00777
24065,0.00597
24066,0.00125
24067,0.01681
24068,0.01228
24069,0.01527
24070,0.00914
24071,0.00443
24072,0.00209
24073,0.00146
24074,0.01324
24075,0.00269
24076,0.00092
24077,0.035
24078,0.00407
24079,0.00257
24080,0.00313
24081,0.00065
24082,0.09946
24083,0.00777
24084,0.00044
24085,0.00137
24086,0.00051
24087,0.21249
24088,0.0006
24089,0.00056
24090,0.18
24091,0.03173
24092,0.00285
24093,0.08
24094,0.00126
24095,0.00146
24096,0.00065
24097,0.00131
24098,0.00157
24099,0.00209
24100,0.01324
24101,0.00083
24102,0.00055
24103,0.00352
24104,0.00109
24105,0.00049
24106,0.00777
24107,0.00297
24108,0.00628
24109,0.001
24110,0.00053
24111,0.00155
24112,0.0006
24113,0.001
24114,0.017
24115,0.00065
24116,0.00555
24117,0.00086
24118,0.00071
24119,0.00082
24120,0.17694
24121,0.001
24122,0.0007
24123,0.00209
24124,0.00777
24125,0.00131
24126,0.034
24127,0.0027
24128,0.0021
24129,0.0163
24130,0.00682
24131,0.00063
24132,0.06783
24133,0.00582
