11/04/2010,11216.65,11481.01,11216.65,11434.84,5695470000
11/05/2010,11435.3,11505.83,11336.15,11444.08,5637460000
11/08/2010,11439.61,11454.44,11324.27,11406.84,3937230000
11/09/2010,11403.51,11453.01,11293.35,11346.75,4848040000
11/10/2010,11342.81,11395.37,11239.69,11357.04,4561300000
11/11/2010,11326.69,11350.3,11175.17,11283.1,3931120000
11/12/2010,11281.28,11307.69,11114.1,11192.58,4213620000
11/15/2010,11194.02,11314.36,11149.97,11201.97,3503370000
11/16/2010,11194.7,11194.7,10949.86,11023.5,5116380000
11/17/2010,11017.83,11091.69,10947.52,11007.88,3904780000
11/18/2010,11010.49,11234.74,11010.49,11181.23,4687260000
11/19/2010,11180.77,11238.52,11096.92,11203.55,3675390000
11/22/2010,11201.59,11213.92,11044.39,11178.58,3689500000
11/23/2010,11177.6,11177.6,10968.78,11036.37,4133070000
11/24/2010,11037.43,11221.11,11037.43,11187.28,3384250000
11/26/2010,11183.5,11183.5,11046.74,11092,1613820000
11/29/2010,11083.75,11092.49,10906.46,11052.49,3673450000
11/30/2010,11049.72,11083.18,10916.26,11006.02,4284700000
12/01/2010,11007.31,11297.52,11007.31,11255.78,4548110000
12/02/2010,11255.93,11404.42,11237.2,11362.41,4970800000
12/03/2010,11361.81,11408.58,11280.6,11382.09,3735780000
12/06/2010,11381.33,11422.66,11313.6,11362.19,3527370000
12/07/2010,11363.85,11507.27,11327.68,11359.16,6970630400
12/08/2010,11354.45,11441.62,11281.43,11372.48,4607590000
12/09/2010,11370.44,11449.37,11293.77,11370.06,4522510000
12/10/2010,11370.44,11446.65,11326.01,11410.32,4547310000
12/13/2010,11406.16,11513.7,11369,11428.56,4361240000
12/14/2010,11429.09,11543.9,11389.32,11476.54,4132350000
12/15/2010,11475.64,11552.45,11416.6,11457.47,4407340000
12/16/2010,11457.93,11553.51,11394.88,11499.25,4736820000
12/17/2010,11499.02,11542.58,11421.45,11491.91,4632470000
12/20/2010,11491.3,11561.61,11417.32,11478.13,3548140000
12/21/2010,11478.36,11585.83,11454.97,11533.16,3479670000
12/22/2010,11532.17,11600.97,11486.23,11559.49,1285590000
12/23/2010,11559.11,11615.57,11514.54,11573.49,2515020000
12/27/2010,11572.81,11597.41,11480.52,11555.03,1992470000
12/28/2010,11554.8,11624.32,11514.88,11575.54,2478450000
12/29/2010,11572.74,11655.04,11557.53,11585.38,2214380000
12/30/2010,11585.83,11614.44,11535.5,11569.71,1970720000
12/31/2010,11569.33,11612.77,11515.79,11577.51,1799770000
01/03/2011,11577.43,11750.9,11577.43,11670.75,4286670000
01/04/2011,11670.9,11766.94,11582.99,11691.18,4796420000
01/05/2011,11688.76,11775.72,11610.29,11722.89,4764920000
01/06/2011,11716.93,11795.78,11615.31,11697.31,4844100000
01/07/2011,11696.86,11761.49,11578.64,11674.76,4963110000
01/10/2011,11672.34,11698.33,11545.87,11637.45,4036450000
01/11/2011,11638.51,11756.57,11601.57,11671.88,4050750000
01/12/2011,11673.62,11814.55,11673.62,11755.44,4226940000
01/13/2011,11753.7,11803.19,11666.32,11731.9,4310840000
01/14/2011,11732.2,11827.11,11658.41,11787.38,4661590000
01/18/2011,11783.82,11909.23,11740.83,11837.93,5284990000
01/19/2011,11834.21,11922.92,11746.36,11825.29,4743710000
01/20/2011,11823.7,11890.15,11700.68,11822.8,4935320000
01/21/2011,11824.76,11960.31,11802.97,11871.84,4935320000
01/24/2011,11873.5,12021.24,11826.58,11980.52,3902470000
01/25/2011,11979.08,12072.17,11840.05,11977.19,4595380000
01/26/2011,11978.85,12069.83,11903.28,11985.44,4730980000
01/27/2011,11985.36,12066.72,11907.71,11989.83,4309190000
01/28/2011,11990.36,12047.65,11775.64,11823.7,5618630000
01/31/2011,11824.46,11951.08,11738.3,11891.93,4167160000
02/01/2011,11892.5,12082.24,11892.5,12040.16,5164500000
02/02/2011,12038.27,12104.11,11962.73,12041.97,4098260000
02/03/2011,12040.68,12105.17,11957.97,12062.26,4370990000
02/04/2011,12061.65,12125.38,12003.34,12092.15,3925950000
02/07/2011,12092.38,12219.45,12003.34,12161.63,3902270000
02/08/2011,12152.7,12258.92,12114.78,12233.15,3881530000
02/09/2011,12229.59,12304.29,12135.86,12239.89,3922240000
02/10/2011,12239.66,12291.35,12107.4,12229.29,4184610000
02/11/2011,12227.78,12326.85,12138.4,12273.26,4219300000
02/14/2011,12266.83,12327,12185.21,12268.19,3567040000
02/15/2011,12266.75,12293.47,12146.27,12226.64,3926860000
02/16/2011,12219.79,12338.43,12195.54,12288.17,1966450000
02/17/2011,12287.79,12357.5,12216.8,12318.14,1966450000
02/18/2011,12318.6,12417.97,12265.16,12391.25,1966450000
02/22/2011,12389.74,12394.7,12142.97,12212.79,1322780000
02/23/2011,12211.81,12289.84,12007.39,12105.78,1330340000
02/24/2011,12104.64,12202.69,11960.62,12068.5,1222900000
02/25/2011,12060.93,12202.2,12043.83,12130.45,3836030000
02/28/2011,12130.22,12293.47,12112.28,12226.34,1252850000
03/01/2011,12226.57,12304.03,12036,12058.02,1180420000
03/02/2011,12057.34,12154.97,11970.08,12066.8,1025000000
03/03/2011,12068.01,12317.84,12068.01,12258.2,4340470000
03/04/2011,12258.88,12306.26,12056.81,12169.88,4223740000
03/07/2011,12171.09,12268.87,12025.51,12090.03,3964730000
03/08/2011,12085.8,12276.37,12039.02,12214.38,4531420000
03/09/2011,12211.16,12293.74,12106.68,12213.09,3709520000
03/10/2011,12211.43,12211.43,11924.48,11984.61,4723020000
03/11/2011,11976.96,12087.01,11936.32,12044.4,3740400000
03/14/2011,12042.13,12058.44,11873.43,11993.16,4050370000
03/15/2011,11988.69,11988.69,11648.5,11855.42,5201400000
03/16/2011,11854.13,11862.08,11548.14,11613.3,5833000000
03/17/2011,11614.82,11842.55,11614.82,11774.59,4134950000
03/18/2011,11777.23,11971.14,11777.23,11858.52,4685500000
03/21/2011,11860.11,12117.88,11860.11,12036.53,4223730000
03/22/2011,12036.37,12096.01,11965.38,12018.63,3576550000
03/23/2011,12018.4,12131.89,11936.7,12086.02,3842350000
03/24/2011,12087.54,12221.08,12064.6,12170.56,4223740000
03/25/2011,12170.71,12290.29,12143.62,12220.59,4223740000
03/28/2011,12221.19,12272.92,12197.88,12197.88,3215170000
03/29/2011,12193.87,12310.35,12141.65,12279.01,3482580000
03/30/2011,12280.07,12413.43,12271.52,12350.61,3809570000
03/31/2011,12350.84,12422.96,12277.05,12319.73,3566270000
04/01/2011,12321.02,12454.52,12301.11,12376.72,4223740000
04/04/2011,12374.6,12445.75,12331.35,12400.03,4223740000
04/05/2011,12402.08,12474.5,12320.34,12393.9,3852280000
04/06/2011,12386.66,12499.03,12347.13,12426.75,4223740000
04/07/2011,12426.45,12471.7,12307.62,12409.49,4005600000
04/08/2011,12409.8,12475.03,12310.46,12380.05,3582810000
04/11/2011,12380.43,12476.93,12319.35,12381.11,3478970000
04/12/2011,12381.04,12381.04,12185.09,12263.58,4275490000
04/13/2011,12263.73,12372.94,12203.63,12270.99,3850860000
